f,Suu,Svv,Sww
0.0,0.0,0.0,0.0
0.0002,0.0007616946348520692,0.00014307523407098394,1.8832173096297108e-05
0.0004,0.0012616369968178258,0.00026903820626166143,3.7618405605079266e-05
0.0006,0.001597632063062239,0.00038025970531306526,5.6330761415727815e-05
0.0008,0.0018266506135182544,0.0004787225358206811,7.494658633853821e-05
0.001,0.001983564422288929,0.0005660948204031814,9.344617519186342e-05
0.0012,0.0020905944048425105,0.0006437876651706637,0.00011181193099892332
0.0014,0.0021623782848455833,0.0007130008874824509,0.0001300279331509673
0.0016,0.002208830432471904,0.0007747595483825089,0.0001480796776576985
0.0018,0.002236826067784413,0.0008299433428810123,0.00016595390458897923
0.002,0.0022512297783980205,0.000879310399380256,0.00018363847487461112
0.0022,0.00225554357069723,0.0009235166704477501,0.00020112227719828869
0.0024,0.002252326459612648,0.0009631318231510524,0.00021839515424094873
0.0026,0.0022434727050398943,0.0009986523319918564,0.00023544784187117324
0.0028,0.002230400253348707,0.0010305123225568303,0.00025227191727433666
0.003,0.0022141807854546927,0.0010590925961157713,0.00026885975341476865
0.0032,0.002195630989111673,0.0010847281750290799,0.00028520447808767866
0.0034,0.0021753775938270384,0.0011077146390689279,0.00030129993636911657
0.0036,0.0021539043484522504,0.001128313468554519,0.00031714065563639835
0.0038,0.0021315863782971414,0.0011467565678189551,0.0003327218125782183
0.004,0.0021087155970165978,0.001163250109187575,0.00034803920178451056
0.0042,0.0020855196963933177,0.0011779778112758481,0.0003630892056263801
0.0044,0.0020621764709054585,0.0011911037444405702,0.00037786876522218527
0.0046,0.0020388247164770156,0.0012027747394503933,0.0003923753523475488
0.0048,0.002015572588322579,0.0012131224619709056,0.00040660694219171083
0.005,0.00199250405676879,0.0012222652045862788,0.0004205619868949574
0.0052,0.0019696839270924005,0.001230309439263515,0.0004342393898251911
0.0054,0.001947161766609332,0.0012373511659863735,0.00044763848056841073
0.0056,0.0019249749940724807,0.001243477087416042,0.00046075899061961886
0.0058,0.0019031513224985707,0.0012487656346167717,0.00047360102976874593
0.006,0.0018817106997550508,0.001253287864913732,0.00048616506318146434
0.0062,0.0018606668567014953,0.0012571082496660223,0.0004984518891779715
0.0064,0.0018400285469807323,0.0012602853670118906,0.000510462617714476
0.0066,0.0018198005432856674,0.0012628725123730276,0.0005221986495726062
0.0068,0.0017999844403759982,0.0012649182376080453,0.0005336616562616168
