f,Suu,Svv,Sww
0.0,0.0,0.0,0.0
0.0002,9.154358378293947e-05,9.77755612852897e-06,5.875035849329372e-06
0.0004,0.00020008419797201989,1.8035849348850003e-05,1.2603743994574474e-05
0.0006,0.00035868698832262186,6.25631491181891e-05,1.9019742407263485e-05
0.0008,0.0005416690458230919,4.6950935653092435e-05,2.6740900507475447e-05
0.001,0.0007069776593369358,9.378381787544572e-05,3.8413136622713996e-05
0.0012,0.00044315292134624576,6.492612918964674e-05,3.8424229977388875e-05
0.0014,0.0008030172482421546,0.00012087266480306328,4.320465508463738e-05
0.0016,0.0008249667188672394,0.00010927249564712468,6.320665650903747e-05
0.0018,0.0007571900259210227,0.00013650518448555106,4.733693206634797e-05
0.002,0.0013119202715888034,0.00017267901384814522,7.253689031337829e-05
0.0022,0.0011104408491722738,0.00012975039175365893,6.645429901864053e-05
0.0024,0.0010417219421596253,0.0001900594885176722,7.955362212958258e-05
0.0026,0.0013214518083404481,0.0002169283487456729,0.00010949994677191287
0.0028,0.0013525198074446157,0.0001836079491273271,9.243684883174017e-05
0.003,0.0013634851168782109,0.0002865505286637034,0.00015791687748161918
0.0032,0.0012304628692597806,0.00014002463774754654,0.00014076355379257844
0.0034,0.0011783101923408018,0.0002888215695644841,0.00011963495651636035
0.0036,0.000959264321143502,0.00033174612477525535,0.00010816219301544118
0.0038,0.0010120079367693133,0.00024946095389306866,0.0001793672123040646
0.004,0.00083904942032811,0.0002549545061419893,7.816831367046094e-05
0.0042,0.0010613244406673906,0.0002922639480848583,0.0001309621066004374
0.0044,0.0009783539282101085,0.0003606390127472793,0.00012250679252531925
0.0046,0.0012691732832659892,0.0002685090906740981,0.00011725305183106072
0.0048,0.001146867014048328,0.00026591960498717265,0.00016355344631423536
0.005,0.0013939917354926718,0.0003909075602026217,0.00018271693939275966
0.0052,0.00105245031405415,0.00033016787337464054,0.0001484770326252185
0.0054,0.0008897083227847967,0.00032090400822590135,0.00015985955946414698
0.0056,0.0013355213712864678,0.0004874838485710738,0.00015481304281609248
